Target,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,CAT
289.3,4336,2480,1109,1,7,2,1,0,1,1,No
367.7,7661,1866,752,1,7,3,1,0,1,0,Yes
265.2,5164,1808,864,1,5,2,1,0,1,1,No
311.4,4461,2248,1365,2,6,3,1,1,1,0,No
481.8,9296,3274,1500,1,9,3,2,0,1,1,No
423.9,4820,3200,2106,2,8,3,2,0,1,1,Yes
274.1,4816,2300,988,1,5,2,1,0,1,1,No
300.6,4342,3235,1436,1,8,4,1,0,1,1,No
338.5,5986,3360,1565,1,7,4,1,0,1,1,No
328.1,6400,2278,1056,1,6,3,1,1,1,0,No
415,6000,3222,1862,2,8,4,2,0,1,1,No
325,9714,3036,1932,2,8,4,2,0,1,0,No
289.1,6000,2532,1160,1,5,2,1,1,1,0,No
291.7,2806,2004,1344,2,5,3,1,1,1,1,Some
419.3,7956,2637,1605,2,7,3,1,1,1,0,No
512.8,11382,3840,2160,2,7,3,2,1,1,0,No
425.3,6303,2820,1800,2,7,3,2,1,1,0,No
242.1,1885,1825,1093,2,7,3,1,0,1,0,No
433.7,9336,2772,1629,1,5,3,2,1,1,1,No
320.5,4816,2964,1553,1.5,7,3,1,1,1,0,No
255.3,4273,1864,864,1,5,2,1,0,1,0,No
378.3,9331,3451,2113,2,10,5,2,0,1,0,No
304.4,4400,2215,1000,1,7,3,2,0,1,1,No
317.5,5200,2234,864,1,5,3,1,0,1,1,Yes
287.4,4896,3024,1396,1,6,3,1,0,1,0,No
355,9331,2522,1428,1.5,6,2,1,1,1,1,No
283.8,4235,2339,1052,1,6,3,1,0,1,0,No
306.5,3699,1903,1150,2,7,4,1,0,1,0,Some
458.4,9100,3009,1780,2,7,3,2,1,1,0,Yes
288.8,9331,1656,828,1,4,2,1,0,1,1,No
318.6,4816,2013,1232,2,7,3,1,2,1,1,No
303.1,4522,2048,1274,2,6,3,1,1,1,1,No
316.1,4550,2820,1649,1.5,7,3,1,1,1,1,No
449.6,6000,3486,2170,2,8,3,1,1,1,1,No
311,9331,1656,828,1,4,2,1,0,1,1,No
355.8,4000,2510,1498,2,7,3,1,1,1,1,No
377.2,6000,2548,1400,2,7,3,1,1,1,1,No
296.7,7088,1656,828,1,4,2,1,0,1,1,No
328.6,3929,2575,1489,2,7,3,1,1,1,0,No
320.5,3600,2437,1536,2,6,3,1,1,1,0,Some
296.5,4355,3118,1400,1,7,4,1,1,1,1,No
459.6,12116,3245,1470,1,7,3,2,1,1,1,No
360.2,4649,2682,1201,1,7,3,2,0,1,0,No
306.3,5378,2158,1276,2,7,3,1,0,1,1,Some
363.8,5194,2779,1242,1.5,7,3,1,1,1,1,No
430.3,8840,2989,1646,2,8,3,2,0,1,0,No
573.7,8742,3833,2158,2,10,5,2,1,1,1,No
310.4,6525,2585,1430,2,7,2,1,0,1,1,No
285.3,3856,2112,1232,2,7,3,1,0,1,1,No
357.4,4000,3954,1725,1,7,4,1,1,1,1,Some
301.9,6382,2470,1084,1,6,3,1,0,1,1,No
364,6000,3628,2021,2,10,6,1,1,1,0,Some
451.5,6000,3856,2248,2,9,4,1,1,1,1,Yes
534,5852,3976,2197,2,8,4,2,1,1,1,No
329.6,5355,2204,1300,2,6,3,1,1,1,1,No
310.5,2275,2760,2138,2.5,8,4,2,0,1,0,Yes
326.9,4163,3019,1586,1.5,7,3,1,1,1,0,No
366.2,3584,2823,1814,2,9,4,1,1,1,0,No
268.1,2275,2821,1411,2,6,3,1,0,1,0,No
450.1,7312,2948,1740,2,7,4,2,1,1,1,No
336.2,7196,2776,1346,1.5,6,2,1,1,1,2,No
359.1,5577,2573,1560,2,9,6,3,1,1,1,No
496,6483,3165,1933,2,8,4,3,1,1,1,No
435.8,6000,2814,1862,2,8,4,2,1,1,1,No
285.8,3256,2513,1359,1.5,6,3,1,1,1,0,No
435.4,12679,4236,2332,2,9,3,2,1,1,0,Some
408.5,6000,2966,1862,2,8,4,1,1,1,1,No
336.1,9100,2050,1207,2,6,3,1,0,1,0,No
327.4,6697,2317,1396,2,7,3,1,0,1,1,No
276.2,4464,1776,888,1,4,2,1,0,1,1,No
443.1,9377,2782,1533,1.5,7,3,1,1,1,0,Some
297.8,8307,1810,800,1,5,2,1,0,1,0,No
363.7,6059,3401,1459,1.5,6,3,2,1,1,0,Some
472.6,8520,3557,2598,1,10,4,2,1,1,1,Yes
348.3,3400,2540,1632,2,9,4,1,1,1,1,No
510.3,4550,4034,2381,2,8,5,2,1,1,0,No
247.2,4883,2192,1072,1,4,2,1,1,1,0,No
370.3,10400,3008,1366,1,6,3,1,1,1,0,No
440.3,7750,3236,2016,2,9,4,1,1,1,1,No
292.5,5464,2476,1118,1,6,3,1,0,1,0,Some
543.5,6000,4392,2486,2,7,4,2,1,1,1,No
475.2,7831,2844,1908,2,8,4,2,1,1,1,No
327.3,9551,2964,1238,1,6,2,1,1,1,0,No
404.6,6000,3352,1550,1.5,6,3,1,1,1,1,No
300.1,5675,2614,1326,1.5,6,2,1,1,1,1,No
425.6,9576,2604,1144,1,5,3,2,0,2,1,Yes
275.8,2277,2262,1308,2,6,3,1,1,1,0,No
372.3,9100,3084,1791,2,6,3,1,1,1,0,No
380.9,6458,3000,1238,1,4,2,1,0,1,0,Some
498.7,7984,3482,2102,1.5,10,4,3,1,2,1,Some
404.6,11651,2684,1510,2,7,2,1,1,1,0,No
304.1,5433,2304,1075,1,6,3,1,0,1,0,No
466.9,8720,3216,1772,2,6,3,2,1,1,1,No
291.1,10400,3203,1680,1.5,8,4,2,0,1,0,No
299.5,3075,1888,1200,2,6,3,1,1,1,1,Some
315.7,2691,2184,1368,2,6,3,1,1,1,1,Yes
406.1,5343,2978,1756,2,7,4,1,1,1,1,Yes
294.2,6289,2194,952,1,6,2,1,0,1,0,No
468.7,9100,3216,1772,2,6,3,2,1,1,1,No
297.4,3218,2181,1200,2,6,3,1,1,1,1,No
304.9,2841,2192,1392,2,6,3,1,1,1,1,No
413.8,6000,3155,1862,2,8,4,1,1,1,1,No
378.9,9118,3526,1645,1.5,6,3,1,1,1,1,No
386.1,4600,2786,1550,1.5,7,3,1,1,1,0,Yes
528.2,6454,3038,2180,2,8,4,2,2,1,1,Yes
416.9,8930,2304,1032,1,5,3,1,1,1,2,Some
486.3,9100,3216,1772,2,9,3,2,1,1,1,No
381.1,10380,2780,1479,1.5,6,2,1,1,1,1,Yes
341.1,5822,2382,1104,1,6,3,2,0,1,1,No
241.8,5230,1836,918,1,5,3,1,0,1,0,No
269.5,3716,2598,1190,1,4,2,1,0,1,1,No
262.8,6913,1722,852,1,5,2,1,0,1,1,No
334.7,6269,2764,1268,1,6,3,2,0,1,1,No
356.6,6000,2204,1400,2,6,3,2,0,1,1,No
602.5,8031,4842,2639,2,7,4,2,1,1,2,No
376.2,6692,2412,1104,1,5,2,1,0,1,1,No
346.8,5496,2338,1593,1,6,3,1,1,1,1,No
382.9,4400,1664,990,2,6,3,1,1,1,0,No
284.2,3403,3100,1296,1,5,2,1,0,1,1,No
288.5,2669,3303,1747,1.5,6,3,1,1,1,0,Some
410.9,8325,3190,1990,2,6,3,1,1,1,0,Some
351.7,6600,2551,1596,2,7,3,1,0,1,1,No
427,4080,4374,1968,1.5,6,3,2,0,1,1,No
279.5,3835,2442,1047,1,5,2,1,1,1,1,No
273.6,4888,2430,1075,1,5,4,1,1,1,0,No
334.8,8414,2320,1224,1.5,6,3,2,0,1,1,Yes
378.9,7782,2644,1832,1,8,3,1,1,1,1,No
251.1,4098,1960,980,1,5,2,2,0,1,0,No
309.6,5975,2366,1104,1,5,2,1,0,1,0,No
478.7,10400,3010,1944,2,7,3,2,1,1,0,Yes
271.1,6971,1440,720,1,4,2,1,0,1,0,No
384.3,6000,2918,1862,2,7,5,1,1,1,1,No
306,4950,2338,1080,1,5,2,1,0,1,0,No
304.3,3710,1873,1144,2,8,4,1,0,1,0,No
253.8,3675,1732,810,1,5,2,1,0,1,1,No
283.7,6533,2200,1000,1,5,2,1,0,1,0,No
294.3,4160,1964,912,1,5,2,1,0,1,0,Yes
501.8,10400,3670,2425,2,7,3,2,1,1,2,Yes
730.3,5818,6180,3970,2.5,9,4,2,1,1,0,No
281.6,3086,2331,1142,1.5,7,3,1,0,1,0,Some
423.5,6840,3687,2339,2,8,4,2,1,1,1,Yes
286.7,4241,2400,1075,1,6,3,1,0,1,1,No
332.2,6292,2304,1075,1,6,3,1,1,1,0,Yes
381,6700,2366,1889,1,8,4,1,1,1,1,No
481.8,8727,3953,2052,2,7,3,2,1,1,1,Yes
369.6,6948,2658,1075,1,6,3,1,1,1,1,No
338.2,5825,2322,1080,1,6,3,1,0,1,0,Yes
270.7,3280,1902,880,1,5,2,1,0,1,0,Yes
398.8,6000,3320,1938,2,8,4,1,1,1,1,No
537.5,10400,4198,2658,2,8,4,2,1,1,1,Some
462.9,8720,3182,1738,2,6,3,2,1,1,1,No
469.5,9100,3216,1772,2,8,3,2,1,1,1,No
285.2,5409,1950,878,1,5,3,1,1,1,2,No
353.1,8450,2766,1120,1,7,3,2,0,1,1,No
344.7,7242,2255,1576,1,8,5,2,0,1,1,No
271.2,3200,1857,1225,2,6,3,1,1,1,1,No
313.4,4050,2536,1582,2,6,3,1,1,1,1,No
347.225,5006,2602,1628,2,8,3,1,1,1,0,Some
342.1,6518,2359,1434,2,6,3,1,0,1,1,No
401.6,10103,2566,1430,1.5,6,2,2,0,1,1,Yes
277,3495,3066,1310,1,6,3,1,0,1,0,No
439.8,8048,3393,1977,2,8,4,3,1,1,0,Yes
348.1,7680,2383,1090,1,5,4,1,0,1,1,Some
290.7,4225,2384,1075,1,6,3,1,0,1,0,No
372.7,9408,2222,1056,1,6,3,1,0,1,1,No
226.265,4815,2208,1080,1,5,2,1,1,1,0,Yes
280,4600,1861,864,1,6,3,1,0,1,1,No
334.4,3200,1796,1176,2,7,3,1,1,1,1,Yes
412.7,7000,3248,1938,2,8,4,1,1,1,1,No
440.1,4712,4224,2291,1.5,9,3,2,0,1,0,No
302.9,5759,2424,1075,1,6,3,1,1,1,0,No
632.4,5368,6184,3880,2,9,3,2,0,1,1,No
365.6,14200,2812,1204,1,5,2,1,1,1,1,No
381.9,5720,2544,1620,2,7,3,1,1,1,1,No
333.4,11013,2645,1532,2,6,3,1,1,1,0,No
254.8,3685,1830,869,1,5,2,1,0,1,1,No
298.5,3200,2102,1303,2,7,3,1,1,1,0,Yes
353,7617,2424,1075,1,6,2,1,1,1,0,No
317.8,6004,3235,1802,2,7,4,2,0,1,0,No
333.8,4913,2310,1372,2,6,3,1,1,1,1,No
314.7,8612,2430,1075,1,6,2,1,0,1,1,Some
354.2,8450,2812,1474,1.5,7,4,1,1,1,1,No
429.2,7156,3414,1795,1.5,10,4,2,1,1,0,No
292.3,9391,1989,912,1,5,2,1,0,1,0,No
365,9334,2888,1285,1,6,3,1,1,1,1,No
324.1,5668,3263,1347,1,7,3,1,0,1,1,Some
307,5606,2496,1171,1,6,3,1,1,1,0,No
275,6778,1649,966,1,5,3,1,0,1,0,No
368.1,4965,2954,1571,1.5,6,3,2,0,1,1,Some
331.9,8530,2262,1056,1,6,3,1,0,1,1,No
315.3,8040,1756,864,1,6,3,1,0,1,1,No
332.9,4250,2622,1360,1.5,8,3,2,0,1,1,No
354.9,3200,3653,2404,1,7,3,1,2,1,0,Yes
266.4,5522,1266,1246,1,6,3,1,0,1,1,Some
258.6,4052,1654,827,1,4,2,1,0,1,1,No
482.8,5832,3268,2016,2,7,3,2,1,1,1,No
298.6,3928,2460,1346,1.5,6,2,1,1,1,1,No
352.6,5304,2994,1672,2,7,3,1,1,1,1,No
365.8,10354,3048,1422,1,6,4,2,0,1,0,No
415.1,6460,3084,1666,1.5,9,4,2,0,1,0,Yes
432.8,10400,3484,2282,2,9,3,2,0,1,1,Yes
307.9,3914,2026,1288,2,8,4,1,0,1,0,No
298.1,4052,2463,1313,1.5,6,3,2,0,1,1,Yes
431.3,23115,2448,1488,2,6,3,1,1,1,1,No
270.6,4550,2374,1075,1,6,3,1,0,1,1,No
315.9,6821,1394,1360,1,7,3,2,1,1,1,No
599.1,4968,5076,2870,2,10,4,2,2,1,1,No
470.8,6070,4028,2256,2.5,7,4,2,0,1,0,Yes
303.3,5931,2707,1415,1,6,3,1,1,1,1,No
334.5,5652,2643,1155,1,6,2,1,1,1,1,No
346.8,8415,2650,1148,1,5,3,1,0,1,1,No
377.6,7077,2487,1436,2,9,3,2,0,1,0,No
438.9,7400,2900,1666,2,6,3,1,1,1,0,No
279.1,8527,1700,768,1,5,2,1,0,1,0,Some
247.8,3300,1818,864,1,5,2,1,0,1,1,No
404.7,6066,2526,1470,2,8,4,1,2,1,1,No
323.5,4171,3239,1456,1,8,4,2,0,1,0,Yes
346,10400,2304,1120,1,6,3,1,0,1,1,No
332.8,6016,1912,864,1,6,3,2,0,1,1,No
412,6067,3153,1834,2,9,4,2,1,1,1,Yes
319,6576,2726,1220,1,6,2,1,0,1,0,No
388.1,4840,2928,1538,1,5,2,1,0,1,1,No
384.6,10400,2811,1728,2,8,2,2,0,1,0,No
308.3,4137,2940,1706,2,8,4,1,1,1,1,No
345.4,6067,2190,1470,2,7,4,1,2,1,1,No
317.2,5559,2220,1377,2,6,3,1,1,1,1,No
409.6,5431,3684,1712,2,8,4,1,1,1,0,Some
378.7,6500,4040,2560,2,10,3,1,1,1,1,Yes
773.5,7449,6960,3929,2,12,4,5,0,1,1,No
318.4,3300,2447,1306,1.5,6,3,2,0,1,1,No
294.3,6500,2348,1075,1,6,3,1,0,1,1,No
319,4514,2988,1571,1.5,6,3,2,0,1,0,No
545.4,4968,3909,2312,2,7,3,3,1,1,2,No
593.4,7196,4531,2850,2,8,4,2,1,1,1,No
353.7,5552,3601,1973,2,7,3,1,0,1,0,No
388.9,3700,2456,1380,2,7,3,2,1,1,0,No
279.5,5729,1920,960,1,5,3,1,1,1,1,No
297.6,10305,1726,850,1,4,2,1,0,1,1,No
335.3,5610,3036,1637,1.5,6,3,2,0,1,2,Some
341.2,5000,2058,1095,1.5,6,2,1,1,1,0,Some
328.9,6600,2446,1152,1,7,3,1,0,1,1,No
357.4,3364,2717,1389,1.5,6,3,1,1,1,2,No
282.5,4013,2736,1210,1,6,3,1,0,1,1,No
229.1,3620,1996,950,1,5,2,1,0,1,0,Some
333,5900,2880,1357,1,5,2,1,0,1,0,Some
333.7,3737,2686,1251,1,7,4,2,0,1,0,No
530.6,5076,3900,2354,2,7,3,3,1,1,1,No
468.3,13065,2880,1469,1.5,7,3,2,0,1,1,No
448.3,6799,2708,1568,2,7,4,2,0,1,1,Some
252.3,5203,1896,948,1,5,2,1,1,1,0,No
388.9,4293,2778,1422,1.5,6,2,1,2,1,0,Some
374.1,5387,3086,1666,1.5,6,3,1,1,1,1,Some
442.1,5500,2528,1306,1.5,7,3,2,0,1,0,Some
569.2,7000,4732,2641,2,8,4,2,1,1,1,Yes
265.6,4639,2062,988,1,5,3,1,0,1,1,No
279.6,3043,1926,1200,2,7,3,1,0,1,0,No
339.4,3442,2488,1536,2,7,3,2,0,1,1,Some
302.9,3854,2722,1484,2,6,3,1,1,1,0,No
397.7,6427,2758,1690,2,7,4,2,1,1,1,No
269.3,4200,1814,857,1.5,6,3,1,0,1,0,Yes
356.1,7120,2326,1194,1.5,6,3,1,0,1,0,Yes
228.7,3760,2118,950,1,5,2,1,0,1,0,No
363.2,6600,2916,1350,1,7,3,1,0,1,1,No
281.7,6920,2610,1190,1,6,3,1,0,1,1,No
401.4,9230,2487,1554,2,7,3,2,1,1,1,No
507.9,4968,3620,2240,2,7,3,3,1,1,2,No
327.1,5850,2447,1075,1,5,2,1,0,1,1,No
283.3,4059,2609,1092,1,6,3,1,0,1,1,No
272.3,5400,2132,1056,1,5,2,1,0,1,1,No
355.8,4500,2389,1545,2,7,3,1,1,1,1,Some
373.6,9344,2768,1387,1.5,6,3,1,1,1,1,Yes
552.2,6932,4436,2832,2,7,3,3,0,1,1,No
328.1,4147,3410,1295,1,5,2,1,0,1,1,Yes
280.1,4013,2372,1042,1,6,2,1,0,1,1,Some
394,6600,2502,1306,1.5,6,3,2,0,1,0,No
343.4,6106,2598,1437,2,7,3,1,0,1,0,No
544.4,4968,3769,2167,2,7,4,3,1,1,1,No
304.8,9368,2164,912,1,5,2,1,0,1,1,No
347.5,6346,2242,1056,1,5,3,1,0,1,0,Yes
296.3,7800,1944,960,1,5,2,1,1,1,1,No
266,4026,2520,1047,1,6,3,1,1,1,1,No
514.4,11232,4176,2820,1,8,4,1,1,1,0,Some
299.7,5525,2626,1427,1.5,7,2,1,1,1,0,No
269.5,4585,1944,960,1,5,3,1,0,1,1,No
341.8,9230,3289,1517,1,7,2,1,0,1,0,Yes
518.3,7877,3644,2150,2,9,6,2,0,1,0,Yes
395.5,4714,3072,2000,2,6,4,2,1,1,1,Some
296.6,4500,2296,1121,1.5,6,3,1,0,1,0,Some
300.6,5588,2437,1265,1.5,6,3,1,1,1,1,Some
323.6,4050,1910,984,2,6,3,1,0,1,1,No
476,12180,3591,2167,1,8,3,2,0,1,1,Yes
267.3,3704,1748,864,1,5,2,1,0,1,1,No
298.3,4400,2339,960,1,5,3,1,0,1,0,No
383,4764,3753,2177,2,6,3,1,1,1,1,Some
359.5,6600,2732,1306,1.5,6,2,2,0,1,0,No
282.8,3750,2286,1254,1.5,6,3,2,0,1,1,No
354.8,5063,2549,1306,1.5,7,3,2,0,1,0,No
365.3,6624,2635,1387,1.5,5,3,1,1,1,1,Yes
290.1,4527,2142,1344,2,6,3,1,0,1,0,No
541.1,7616,4442,2591,2,8,4,2,1,1,1,No
399.8,13865,3192,1650,1.5,8,3,1,1,1,0,Yes
381.9,5841,2661,1758,2,7,3,1,1,1,1,No
469.3,5500,2976,1984,2.5,8,4,2,1,1,0,Yes
300,4780,2072,864,1,7,2,1,1,1,1,No
393.4,7104,3729,2081,2,7,3,1,1,1,0,No
276.7,3750,2263,1050,1,5,3,1,0,1,0,No
277.2,4680,1788,864,1,5,2,1,0,1,1,No
266.2,4127,2364,1075,1,6,3,1,0,1,0,No
550.5,5400,5032,2924,2,7,3,1,1,1,1,No
410,6391,3208,1824,2,7,3,1,1,1,0,No
318.4,4050,2570,1445,1.5,8,3,2,0,1,1,No
307,6399,2220,1056,1,6,2,1,0,1,0,No
272.9,4523,3188,1420,1,4,2,1,0,1,0,No
376.8,4960,2634,1536,1.5,7,3,2,0,1,0,Yes
305.5,5980,2696,1155,1,6,3,1,1,1,1,No
415.4,5681,3052,1872,2,8,4,1,1,1,1,No
337.8,5750,2749,1595,2,7,3,1,1,1,1,Some
459.4,12960,2561,1270,1,7,3,1,1,1,1,No
632.8,7498,4481,2762,2,8,4,2,1,1,1,No
496.1,6832,3334,2186,2,7,4,2,1,1,1,No
233.6,3600,1904,864,1,5,2,1,0,1,0,Yes
286.3,10400,1780,972,1.5,5,2,1,0,1,0,No
303.3,5536,3003,1396,1,6,2,1,1,1,0,Yes
284.6,4818,2243,998,1,6,2,1,0,1,1,No
386.2,5400,2876,1561,1.5,8,4,1,1,1,1,No
490.8,6022,2604,1680,2,8,3,2,1,1,1,No
284.9,4144,2368,1306,1.5,6,3,2,0,1,0,No
350.2,5484,2754,1560,2,8,3,1,0,1,0,No
347.8,6124,2256,1100,1,8,1,1,0,1,1,No
389.6,6600,3084,1383,1,7,3,1,1,1,1,No
506.2,7800,3354,2186,2,7,4,2,1,1,1,No
321.5,4935,2270,1224,1.5,6,3,2,0,1,0,No
295,5407,2273,1284,1.5,6,3,1,1,1,0,No
303.5,5214,2256,1344,2,7,3,1,0,1,0,No
288.1,5603,2063,864,1,5,2,1,0,1,1,Some
314.2,5782,3264,1456,1,7,4,1,0,1,0,No
356.1,6790,2525,1350,2,6,3,1,0,1,0,Yes
407.9,4010,3174,2080,2,8,4,3,0,1,0,Yes
358.6,4080,2768,1503,1.5,8,3,1,0,1,1,No
496.1,9858,4612,2038,1,12,5,3,0,2,2,No
475.5,5669,4108,2246,2,8,4,2,0,1,1,Yes
298.4,4068,2988,1399,1,5,2,1,1,1,1,Some
338.1,5569,2551,1008,1,6,3,1,0,1,1,No
339.2,5663,2247,1056,1,6,3,1,1,1,0,No
308.4,4554,1880,1232,2,7,3,1,1,1,0,No
440.1,14146,2792,1924,2,6,3,1,0,1,0,Yes
594.6,6881,4171,2582,2,8,4,2,1,1,1,No
460.8,13059,2053,1262,2,6,3,1,1,1,0,No
314.7,6735,2732,1176,1,8,3,2,1,1,0,No
320.4,4864,2468,1680,2,6,3,2,0,1,0,Yes
351.5,6918,2756,1632,2,7,4,1,1,1,1,No
448.4,11973,4240,2136,1.5,5,3,2,1,1,1,Yes
316.5,4250,2524,1370,1.5,6,3,2,0,1,1,Yes
505.4,7800,3359,2198,2,7,3,2,1,1,1,No
456.1,8088,2346,1586,2,6,3,1,1,1,0,Some
366.9,5656,2342,1450,2,7,3,1,0,1,0,No
278.5,4046,2480,1120,1,5,2,1,0,1,1,No
318.3,5087,2568,1306,1.5,6,3,1,1,1,1,No
351.8,6600,2786,1109,1,6,4,1,0,1,1,No
385.3,6382,2949,1503,1.5,7,3,1,1,1,1,No
419.4,6024,2743,2034,1,9,3,1,1,1,2,No
294.3,6119,2244,1154,1.5,6,3,2,0,1,1,No
414.7,4968,2796,1782,2,7,4,2,1,1,1,Yes
581.8,9020,5196,2421,2,10,3,2,1,1,1,No
591.8,7465,3908,2402,2,8,4,2,1,1,1,No
507.4,7800,3463,2170,2,8,4,2,1,1,1,No
325.1,7220,1992,840,1,5,2,1,0,1,0,Some
292.5,4422,2725,1291,1.5,6,3,1,1,1,0,Some
621.6,8106,2946,2788,2,11,3,3,1,1,1,No
289.1,5445,2520,1075,1,7,3,1,1,1,0,Some
423,9451,2811,1382,1.5,8,4,1,1,1,1,Some
317.5,5323,2335,1125,1,6,2,1,1,1,2,No
313.4,6036,2244,1028,1,5,2,1,0,1,1,Some
343.9,5651,3384,1748,1.5,7,3,2,0,1,0,No
378.2,3672,2609,1552,2,8,3,1,1,1,1,Yes
337.4,6600,2447,1226,1.5,7,3,1,1,1,0,No
351.2,9136,2428,1149,1.5,7,3,1,0,1,1,No
350.6,5899,2810,1650,2,7,3,2,0,1,1,Some
308.7,3788,2184,1464,2,7,4,1,1,1,1,No
337.1,5732,2874,1348,1.5,6,3,1,0,1,0,No
431.3,10259,3040,1958,1.5,8,3,2,1,1,1,Yes
311.7,6600,2448,1109,1,6,3,1,0,1,1,No
292.3,4000,2591,1468,1.5,7,3,1,1,1,0,No
237.5,4020,1832,902,1,5,2,1,0,1,1,No
417.1,6694,3216,1862,1.5,8,3,1,1,1,1,Some
502.6,4954,3458,2112,2,6,3,2,1,1,1,No
305.1,6314,2612,1306,1.5,6,3,1,1,1,0,No
304.5,4305,2880,1562,1.5,7,3,3,0,1,0,No
343.2,5565,2748,1125,1,6,2,1,1,1,1,Some
350.9,8116,2726,1500,2,8,5,1,0,1,0,No
655.3,7387,5106,3001,2,8,4,2,1,1,1,No
383.3,6036,3029,1580,1.5,7,3,1,1,1,0,Yes
252,4242,2036,928,1,5,2,1,0,1,1,Some
396.5,7480,3080,1816,2,7,3,1,1,1,0,No
322.1,4875,2409,1014,1,6,3,1,0,1,0,Some
397.2,12376,2522,1571,1.5,6,2,1,1,1,0,Some
339.2,5879,3144,1841,1.5,6,3,2,0,1,1,Some
295.4,6338,2140,1018,1.5,6,2,1,0,1,0,No
455.6,5220,3123,1984,2,8,4,2,1,1,0,No
272.9,4698,2200,1058,1,5,2,1,0,1,1,No
655.5,7397,5106,3001,2,8,4,2,1,1,1,No
291.3,7157,2571,1159,1,6,3,1,0,1,0,Some
310.6,4355,2476,1338,1.5,6,3,2,0,1,1,Yes
230.1,3990,1860,890,1,5,2,1,0,1,0,No
372.7,6858,2411,1611,1,8,3,1,1,1,2,No
275.6,6575,1676,816,1,4,2,1,0,1,0,No
307.7,4800,2235,968,1,5,2,1,0,1,1,No
377.8,6600,2498,1698,1.5,6,3,1,1,1,0,No
352.6,4921,2452,1284,1.5,7,3,1,0,1,1,No
425.2,13200,2788,1521,2,6,3,2,0,1,0,No
373.8,4891,2604,1414,1.5,7,3,1,1,1,0,No
410.4,8226,2551,1515,2,7,3,1,1,1,0,Some
313.8,5261,3123,1657,1.5,7,3,1,1,1,1,Some
378.2,9030,2456,1132,1,7,3,1,0,1,1,No
370.3,7206,3026,1345,1,6,3,1,0,1,0,No
303.1,5962,2196,988,1,7,3,1,1,1,1,No
359.9,7796,3085,1808,2,8,3,2,0,1,0,Some
330.2,5097,2420,1284,1.5,6,3,1,1,1,0,No
323.1,5656,2336,1434,1.5,7,3,1,1,1,1,No
364.6,6858,1938,1074,1,7,4,1,1,1,1,No
340.3,8500,2952,1470,1,5,2,1,1,1,1,No
421.3,5274,3240,1971,2,7,4,2,1,1,0,Yes
351.7,6600,2592,1500,2,6,3,1,1,1,1,No
662,6411,4858,3164,2,9,4,2,1,1,0,No
341.8,5358,3440,1809,1.5,7,3,2,0,1,1,Yes
346.7,4800,3168,1826,2,7,3,1,1,1,1,Some
399.3,7249,2880,1591,1.5,6,3,1,1,1,0,No
329.7,8512,1893,1160,2,5,3,1,1,1,0,No
282.8,3645,2838,1138,1,6,2,1,1,1,1,No
346.9,5388,2240,1284,1.5,7,4,1,1,1,0,No
331.4,5792,2654,1412,1.5,7,3,1,1,1,1,No
379.1,5375,2220,1500,2,7,3,1,1,1,1,No
388.3,4308,2830,1597,1.5,10,5,2,1,1,1,No
366.4,5800,2288,1404,2,6,3,1,0,1,0,No
304.9,4020,2974,1615,1.5,7,3,2,0,1,1,No
372.3,6535,2859,1236,1,6,2,1,0,1,1,No
368.2,12000,2843,1484,1.5,6,3,1,1,1,0,No
308,6003,2930,1479,1.5,6,3,1,1,1,0,No
287.3,4661,2247,1197,1.5,5,3,1,1,1,0,No
280.9,4800,2933,1134,1,6,2,1,0,1,1,Some
277.8,3658,2784,1138,1,7,2,1,1,1,1,No
350,5391,2891,1347,1,5,2,1,1,1,1,Yes
359.1,6600,3192,1446,1,7,3,1,0,1,0,Some
298.3,3640,1896,1272,2,6,3,1,1,1,0,No
383.7,5447,2272,1284,1.5,7,4,1,2,1,0,Some
389.7,4550,2492,1484,2,6,3,1,1,1,1,No
380.1,4841,2494,1180,1,6,3,1,2,1,1,No
270.5,4433,3238,1492,1,6,2,1,0,1,0,Some
395.6,8280,3478,1460,1,6,3,1,0,1,0,No
407.4,11117,2516,1480,2,5,3,2,1,1,1,No
286.2,4749,2122,1025,1,5,2,1,0,1,0,No
316,8418,2001,1019,1.5,6,3,1,0,1,0,No
317.1,4426,2794,1207,1,7,3,1,1,1,0,No
298.6,5508,2110,1020,1,7,3,2,0,1,0,Some
403.5,6600,2558,1500,2,7,4,1,0,1,1,No
309.1,4937,2280,1200,2,5,2,1,0,1,1,No
358.8,6960,3388,1329,1,6,3,2,0,1,0,No
341.5,4337,3284,1724,1.5,7,4,3,0,1,0,No
305.1,5205,2348,1075,1,6,3,1,1,1,1,No
303.9,4582,3072,1794,2,6,3,1,1,1,0,No
378,6560,2638,1294,1,8,4,1,1,1,1,No
459.3,17424,4578,2225,1.5,6,3,2,0,1,1,No
293.1,4800,2604,1134,1,7,3,1,0,1,1,Some
285.1,3549,2584,1387,1.5,6,3,1,0,1,1,Some
276.1,4950,1982,940,1,5,2,1,0,1,0,No
280.1,5490,1698,814,1,3,2,1,0,1,0,No
345.1,13693,1800,900,1,5,2,1,0,1,0,No
347.6,8250,2156,1152,2,6,3,1,0,1,0,No
326.4,5529,2344,1306,1.5,6,3,1,1,1,1,No
310.3,4842,2232,1197,1.5,5,3,1,0,1,1,No
304.6,5201,2680,1176,1,6,3,1,0,1,1,No
